"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Serial Number","Tracks-Asset Tag","Tracks-Condtion","CF-MPN","CF-Max Spec Needed","CF-Integration Manual Needed","CF-CPU Type","CF-Processor","CF-CPU Base Frequency (GHz)","CF-Screen Size","CF-Display Type","CF-Display (Long Form)","CF-Screen Resolution","CF-Touchscreen?","CF-IPS?","CF-120Hz","CF-144Hz","CF-5ms Response Time","CF-3ms Response Time","CF-G-Sync","CF-Graphics Card","CF-VRAM (GB)","CF-VR Ready?","CF-RAM Size","CF-RAM Type","CF-RAM Speed (MHz)","CF-Max RAM Capability","CF-SSD","CF-SSD Type","CF-HDD","CF-HDD Speed (RPM)","CF-Optical Drive","CF-Operating System","CF-Wireless","CF-Wifi Brand","CF-Bluetooth","CF-USB Ports","CF-USB 3.1 Type C","CF-Video Ports","CF-Thunderbolt","CF-Audio Ports","CF-Card Reader","CF-Keyboard","CF-Backlit Keyboard","CF-Fingerprint Reader","CF-Webcam","CF-Battery","CF-Power Supply (W)","CF-Item Length (in)","CF-Item Width (in)","CF-Item Height (in)","CF-Item Weight (lb)"
"LT-AS-0209-CUK-001","Asus Zenbook UX461UN-DS74T - i7-8550U, 16GB DDR3 RAM, 480GB NVMe SSD, NVIDIA Geforce MX 150 2GB, 14"" Full HD IPS 72% NTSC Touchscreen, Windows 10 Home","Inputs: 480GB M.2 NVMe 2280
Outputs: 512GB M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","UX461UN-DS74T",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14.0'//Ultra Slim 300nits//FHD 1920x1080 16:9//Glare//NTSC:72%//Touch//Wide View","1920 x 1080","1","1",,,,,,"NVIDIA Geforce MX150","2",,"16GB","DDR3","2133","16GB","480GB","NVMe",,,,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","1 x USB 3.1 Type C (Gen 1), 2 x USB 3.0","1","HDMI",,"1x Microphone/Headphone Combo","Micro SD","Illuminated Chiclet Keyboard","1",,"HD web camera","3-Cell Lithium-ion (57 WHr)",,"32.7","22.6","1.39","3.30"
"AC-CPU-0026","Cryorig C7 Top Flow 47mm CPU Cooler",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","MICOCR-C7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-RA-0001","Razer Blade RZ09-01682E24 4K Touchscreen Ultrabook (i7-6700HQ, 8GB RAM, 256GB PCIe SSD, 12.5"" 4K Touch",,"ea",,"Inventory","true","N","1","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","RZ09-01682E24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0209-CUK-002","Asus Zenbook UX461UN-DS74T - i7-8550U, 16GB DDR3 RAM, 1TB NVMe SSD, NVIDIA Geforce MX 150 2GB, 14"" Full HD IPS 72% NTSC Touchscreen, Windows 10 Home with External DVD-ROM","Inputs: 1TB M.2 NVMe 2280, 12.7mm External DVD-ROM ODD, External 12.7mm Tray Loading Enclosure
Outputs: 512GB M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","UX461UN-DS74T",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14.0'//Ultra Slim 300nits//FHD 1920x1080 16:9//Glare//NTSC:72%//Touch//Wide View","1920 x 1080","1","1",,,,,,"NVIDIA Geforce MX150","2",,"16GB","DDR3","2133","16GB","1TB","NVMe",,,,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","1 x USB 3.1 Type C (Gen 1), 2 x USB 3.0","1","HDMI",,"1x Microphone/Headphone Combo","Micro SD","Illuminated Chiclet Keyboard","1",,"HD web camera","3-Cell Lithium-ion (57 WHr)",,"12.87","8.9",".55","3.31"
"LT-LE-0404-CUK-001","Lenovo ThinkPad E480  - 20KN003WUS - i7-8550U, RX 550 2GB, 1x8GB DDR4-2400, 14"" FHD IPS, 250GB SSD, W10P","Input: 1x8GB DDR4-2400 + 250GB 7mm SSD
Output: 2x4GB DDR4-2400 + 500GB@7200","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20KN003WUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"AMD Radeon RX 550","2",,"8GB","DDR4","2400","32GB","250GB","SATA",,,,"Windows 10 Pro","802.11 AC","Realtek RTL8822BE","Bluetooth 4.1","One USB 3.1 Type-C Gen 2, Two USB 3.1 (one Always On), one USB 2.0","1","HDMI",,,"Micro SD Card Reader","6-row, spill-resistant, multimedia Fn keys",,"1","720p Webcam","3-Cell Lithium-ion (45WHr)",,"12.96","9.53","0.83","3.85"
"LT-LE-0404-CUK-002","Lenovo ThinkPad E480  - 20KN003WUS - i7-8550U, RX 550 2GB, 1x8GB DDR4-2400, 14"" FHD IPS, 120GB NVMe SSD + 1TB HDD, W10P","Input: 1x8GB DDR4-2400 + 120GB M.2 NVMe 2280 + 1TB@5400 7mm
Output: 2x4GB DDR4-2400 + 500GB@7200","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20KN003WUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"AMD Radeon RX 550","2",,"8GB","DDR4","2400","32GB","128GB","NVMe","1TB","5400",,"Windows 10 Pro","802.11 AC","Realtek RTL8822BE","Bluetooth 4.1","One USB 3.1 Type-C Gen 2, Two USB 3.1 (one Always On), one USB 2.0","1","HDMI",,,"Micro SD Card Reader","6-row, spill-resistant, multimedia Fn keys",,"1","720p Webcam","3-Cell Lithium-ion (45WHr)",,"12.96","9.53","0.83","3.85"
"LT-LE-0404-CUK-003","Lenovo ThinkPad E480  - 20KN003WUS - i7-8550U, RX 550 2GB, 2x8GB(16GB) DDR4-2400, 14"" FHD IPS, 250GB SSD, W10P","Input: 2x8GB DDR4-2400 + 250GB 7mm SSD
Output: 2x4GB DDR4-2400 + 500GB@7200","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20KN003WUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"AMD Radeon RX 550","2",,"16GB","DDR4","2400","32GB","250GB","SATA",,,,"Windows 10 Pro","802.11 AC","Realtek RTL8822BE","Bluetooth 4.1","One USB 3.1 Type-C Gen 2, Two USB 3.1 (one Always On), one USB 2.0","1","HDMI",,,"Micro SD Card Reader","6-row, spill-resistant, multimedia Fn keys",,"1","720p Webcam","3-Cell Lithium-ion (45WHr)",,"12.96","9.53","0.83","3.85"
"TB-LE-0010-C","Lenovo Yoga Book - ZA0V0037US Atom™ X5-z8550 1.44GHz 64GB eMMC 4GB 10.1"" (1920x1200) TOUCHSCREEN BT Android 6.0 (Marshmallow) 2 Webcams CHAMPAGNE GOLD USED GOOD","Lenovo YOGA BOOK Atom™ X5-z8550 1.44GHz 64GB eMMC 4GB 10.1"" (1920x1200) TOUCHSCREEN BT Android 6.0 (Marshmallow) 2 Webcams CHAMPAGNE GOLD","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","ZA0V0037US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-LE-0404-CUK-004","Lenovo ThinkPad E480  - 20KN003WUS - i7-8550U, RX 550 2GB, 2x8GB(16GB) DDR4-2400, 14"" FHD IPS, 120GB NVMe SSD + 1TB HDD, W10P","Input: 2x8GB DDR4-2400 + 120GB M.2 NVMe 2280 + 1TB@5400 7mm
Output: 2x4GB DDR4-2400 + 500GB@7200","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20KN003WUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"AMD Radeon RX 550","2",,"16GB","DDR4","2400","32GB","120GB","NVMe","1TB","5400",,"Windows 10 Pro","802.11 AC","Realtek RTL8822BE","Bluetooth 4.1","One USB 3.1 Type-C Gen 2, Two USB 3.1 (one Always On), one USB 2.0","1","HDMI",,,"Micro SD Card Reader","6-row, spill-resistant, multimedia Fn keys",,"1","720p Webcam","3-Cell Lithium-ion (45WHr)",,"12.96","9.53","0.83","3.85"
"LT-LE-0404-CUK-005","Lenovo ThinkPad E480  - 20KN003WUS - i7-8550U, RX 550 2GB, 2x8GB(16GB) DDR4-2400, 14"" FHD IPS, 250GB NVMe SSD + 1TB HDD, W10P","Input: 2x8GB DDR4-2400 + 250GB M.2 NVMe 2280 + 1TB@5400 7mm
Output: 2x4GB DDR4-2400 + 500GB@7200","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20KN003WUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"AMD Radeon RX 550","2",,"16GB","DDR4","2400","32GB","250GB","NVMe","1TB","5400",,"Windows 10 Pro","802.11 AC","Realtek RTL8822BE","Bluetooth 4.1","One USB 3.1 Type-C Gen 2, Two USB 3.1 (one Always On), one USB 2.0","1","HDMI",,,"Micro SD Card Reader","6-row, spill-resistant, multimedia Fn keys",,"1","720p Webcam","3-Cell Lithium-ion (45WHr)",,"12.96","9.53","0.83","3.85"
"LT-LE-0404-CUK-006","Lenovo ThinkPad E480  - 20KN003WUS - i7-8550U, RX 550 2GB, 16GB DDR4-2400, 14"" FHD IPS, 500GB NVMe SSD + 1TB HDD, W10P","Input: 2x8GB DDR4-2400 + 500GB M.2 NVMe 2280 + 1TB@5400 7mm
Output: 2x4GB DDR4-2400 + 500GB@7200","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20KN003WUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"AMD Radeon RX 550","2",,"16GB","DDR4","2400","32GB","500GB","NVMe","1TB","5400",,"Windows 10 Pro","802.11 AC","Realtek RTL8822BE","Bluetooth 4.1","One USB 3.1 Type-C Gen 2, Two USB 3.1 (one Always On), one USB 2.0","1","HDMI",,,"Micro SD Card Reader","6-row, spill-resistant, multimedia Fn keys",,"1","720p Webcam","3-Cell Lithium-ion (45WHr)",,"12.96","9.53","0.83","3.85"
"LT-LE-0404-CUK-007","Lenovo ThinkPad E480  - 20KN003WUS - i7-8550U, RX 550 2GB, 32GB DDR4-2400, 14"" FHD IPS, 500GB NVMe SSD + 1TB HDD, W10P","Input: 2x16GB DDR4-2400 + 500GB M.2 NVMe 2280 + 1TB@5400 7mm
Output: 2x4GB DDR4-2400 + 500GB@7200","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20KN003WUS",,,"Intel Core i7 8th Gen","i7-8550U","1.8","14""","Full HD","14"" Full HD IPS Display","1920 x 1080",,"1",,,,,,"AMD Radeon RX 550","2",,"32GB","DDR4","2400","32GB","500GB","NVMe","1TB","5400",,"Windows 10 Pro","802.11 AC","Realtek RTL8822BE","Bluetooth 4.1","One USB 3.1 Type-C Gen 2, Two USB 3.1 (one Always On), one USB 2.0","1","HDMI",,,"Micro SD Card Reader","6-row, spill-resistant, multimedia Fn keys",,"1","720p Webcam","3-Cell Lithium-ion (45WHr)",,"12.96","9.53","0.83","3.85"
"TB-LE-0010-D","Lenovo Yoga Book - ZA0V0037US Atom™ X5-z8550 1.44GHz 64GB eMMC 4GB 10.1"" (1920x1200) TOUCHSCREEN BT Android 6.0 (Marshmallow) 2 Webcams CHAMPAGNE GOLD USED ACCEPTABLE","Lenovo YOGA BOOK Atom™ X5-z8550 1.44GHz 64GB eMMC 4GB 10.1"" (1920x1200) TOUCHSCREEN BT Android 6.0 (Marshmallow) 2 Webcams CHAMPAGNE GOLD","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","ZA0V0037US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0344-C","HP ZBook 17 G3 Mobile Workstation V1Q05UT#ABA W7P I7-6820HQ Intel 530 NVIDIA Quadro M3000M 16GB DDR4 1TB 7200- Good","-Windows 7 Professional 64 (available through downgrade rights from Windows 10 Pro 64)
-Intel® Core™ i7-6820HQ 2.70 GHz, up to 3.60 GHz, 8 MB cache, 4 cores
-Intel HD graphics 530
-NVIDIA® Quadro® M3000M 4GB GDDR5
-16 GB DDR4-2133 SDRAM (1 X 16 GB)
-4 Memory Slots
-1 SD UHS-II flash media
-6-cell 96 Wh Li-ion prismatic battery
-720p HD webcam
-1 TB 7200 rpm SATA
-17.3"" diagonal FHD UWVA IPS anti-glare LED-backlit (1920 x 1080)
16.5 x 11 x 1.2 in
6.62 lb
Standard limited 3 years parts, 3 years labor, and 3 years onsite service warranty","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","V1Q05UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0274-0B","MSI GS63VR STEALTH PRO-674 - OPEN BOX","MSI GS63 Stealth Pro-674
15.6"" Thin and Light Gaming Laptop
Intel Core i7-7700HQ
GTX1060
16GB DDR4
128GB SSD +1TB@5400
Win10 VR Ready
","ea","824142157732","Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GS63VR STEALTH PRO-674",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","15.6""","Full HD","15.6"" Full HD eDP IPS Level Display","1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1060","6","1","16GB","DDR4","2400","32GB","128GB","SATA","1TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","3 x USB 3.0, 1 x USB 2.0",,"1 x Thunderbolt 3, 1 x HDMI, 1 x Mini DisplayPort","1","1 x Microphone Jack, 1 x Headphone Jack","SD (XC / HC)","Steel Series Full-color backlight with Anti-Ghost key + silver lining","1",,"720p HD Webcam","3-Cell Lithium-ion (65 Whr)","180-watt AC adapter","14.96","9.8","0.69","3.96"
"LT-HP-0565-C","HP 11 G5 X9U02UT Chromebook- Celeron N3060 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" TN 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi, Bluetooth USED GOOD","Celeron N3060 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" TN 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi, Bluetooth","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","X9U02UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0084-0B","RECERTIFIED PAVILION 510-P026 PC V8P11AAR#ABA - open BOX","HP FACTORY RECERTIFIED PAVILION 510-P026 PC MT/180W INTEL:I5-6400T/CI5-2.20G 12GB/2-DIMM 1TB/7200RPM DVDRW MR GBE 802.11AC+BT INTEL-HD530/IGP W10H-64 90DAY","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","V8P11AAR#ABA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0207-CUK-004","CUK ASUS N705UD-EH76 VivoBook Pro Thin & Light Laptop, 17"" Full HD , Intel i7-8550U Processor, 32GB RAM, 1TB SSD + 1TB HDD, NVIDIA Gaming GeForce GTX 1050, Backlit Keyboard, Windows 10, Star Gray","Input: 2x16GB DDR4-2400, 1TB M.2 SATA 2280
Output: 2x8GB DDR4-2400, 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","N705UD-EH76",,,"Intel Core i7 8th Gen","i7-8550U","1.8","17.3""","Full HD","17.3'//300nits//FHD 1920x1080 16:9//Anti-Glare//NTSC:72%//Wide View","1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1050","4",,"32GB","DDR4","2400","32GB","1TB","SATA","1TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","2x USB 2.0, 1x USB 3.0, 1x USB 3.1 Type C (Gen 1)","1","1x HDMI",,"1x Headphone-out & Audio-in Combo Jack","SDXC","Illuminated Chiclet Keyboard","1",,"VGA web camera (Fixed type)","42WHrs, 3S1P, 3-cell Li-ion","120","16.2","10.6","0.8","4.85"
"LT-AS-0208-CUK-001","Asus Zenbook UX461UA-DS51T - i5-8250U, 8GB DDR3 RAM, 500GB NVMe SSD, 14"" Full HD IPS 72% NTSC Touchscreen, Windows 10 Home","Input: 500GB M.2 NVMe 2280
Output: 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","UX461UA-DS51T",,,"Intel Core i5 8th Gen","i5-8250U","1.6","14""","Full HD","14.0'//Ultra Slim 300nits//FHD 1920x1080 16:9//Glare//NTSC:72%//Touch//Wide View","1920 x 1080","1","1",,,,,,"Intel Integrated Graphics",,,"8GB","DDR3","2133","8GB","480GB","NVMe",,,,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","1x USB 3.1 Type C (Gen1), 2x USB 3.0","1","1x HDMI",,"Headphone-out & Audio-in Combo Jack","Micro SD","Illuminated Chiclet Keyboard","1",,"HD Web Camera","3-Cell, 57Whr Lithium-Ion Battery","45","12.88","8.9","0.55","3.09"
"HP-KB-0002","HP Wired Keyboard/Mouse Combo Output From HP Envy Desktop",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","HP Keyboard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB-LE-0010-B","Lenovo Yoga Book - ZA0V0037US USED VERY GOOD","Lenovo YOGA BOOK Atom™ X5-z8550 1.44GHz 64GB eMMC 4GB 10.1"" (1920x1200) TOUCHSCREEN BT Android 6.0 (Marshmallow) 2 Webcams CHAMPAGNE GOLD","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","ZA0V0037US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0588-C","Refurbished - HP Spectre x360 15-bl000 15-bl018ca - 1EL88UAR#ABL Touch i7-7500U 16GB DDR4 512GB SSD W10H UHD GF 940MX USED GOOD","HP Spectre x360 15-bl000 15-bl018ca 15.6"""" Touchscreen LCD 2 in 1 Notebook - Intel Core i7 (7th Gen) i7-7500U Dual-core (2 Core) 2.70 GHz - 16 GB DDR4 SDRAM - 512 GB SSD - Windows 10 Home 64-bit - 3840 x 2160 - BrightView - Convertible - Refurbished
NVIDIA GeForce 940MX with 2 GB DDR5 SDRAM - Bluetooth - Front Camera/Webcam - Infrared Camera - IEEE 802.11ac - HDMI - 1 x USB 3.1 Ports - USB Type-C - 1 x Thunderbolt 3 Ports - 12.40 Hour Battery Run Time
Copper/Ash - according to DH pictures","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","1EL88UAR#ABL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0573-CUK-006-B","HP Omen 15t X7R21AV - Intel i7-7700HQ, 8GB DDR4 RAM, 1TB SSHD, NVIDIA GTX 1050 2GB, 15.6"" Full HD IPS, Windows 10) - VERY GOOD","Input: 1TB@5400 SSHD
Output: 1x8GB DDR4-2400 + 1TB@7200","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","X7R21AV",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","15.6""","Full HD","15.6"" diagonal FHD IPS UWVA anti-glare WLED-backlit (1920 x 1080)","1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1050","4",,"8GB","DDR4","2400",,,,"1TB","5400",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","2x USB 3.1 Gen 1, 1x USB 2.0",,"1x HDMI",,"1x Headphone/Microphone Combo","Multi-Format SD Card Reader","Full-size island-style backlit keyboard","1",,"HP Wide Vision HD Webcam with Dual Digital Microphone","4-Cell, 63.3 Wh Lithium-Ion Battery",,"15.06","9.94","0.96","4.85"
"LT-HP-0583-B","HP Probook 450 G5 - 2ST02UT#ABA W10 I5-8250U 4GB DDR4 500GB 7200  - USED VERY GOOD","Win 10 Pro 64-bit - English
Core i5 8250U
4 GB DDR4
500 GB HDD / 7200 rpm
No optical drive
15.6"" LED backlight 1366 x 768 / HD
Intel UHD Graphics 620
802.11a/b/g/n/ac, Bluetooth 4.2, Gigabit Ethernet","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","2ST02UT#ABA",,,"Intel Core i5 8th Gen","i5-8250U","1.6","15.6""","HD","15.6"" (1366x768) WLED SVA Anti-Glare Display","1366 x 768",,,,,,,,"Intel Integrated Graphics",,,"4GB","DDR4","2400","8GB",,,"500GB","7200",,"Windows 10 Pro","802.11 AC",,"Bluetooth 4.2","1x USB 2.0, 2x USB 3.0, 1x USB 3.1 (Type-C)","1","1x HDMI, 1x VGA",,"1x headphone/microphone combo jack","1x multi-format (SD, SDHC, SDX","HP Premium Keyboard, full-size island-style, spill resistant",,,"720p HD webcam","3-cell Li-ion (48 Wh)",,"14.8","10.4","0.82","4.64"
"LT-DE-0078-CUK-001","Dell Inspiron 15 7000 - i5-7300HQ, GTX 1060 6GB, 8GB RAM, 256GB SSD, 1TB HDD @ 5400, 15.6"" FHD IPS, W10H","Input: 1TB@5400 7mm
Output: None","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","Dell Inspiron 15 7000",,,"Intel Core i5 7th Gen","i5-7300HQ","2.5","15.6""","Full HD",,"1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1060","6",,"8GB","DDR4","2400",,"256GB","SATA","1TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","2.USB 3.0 port | 3.USB 3.0 Powershare port",,"1 HDMI 2.0",,"1 combo headphone / microphone jack","1 2-in-1 SD (UHS50) / MMC",,,,"HD (720p) Webcam with Dual Array Digital Microphone","74 Whr, 6-Cell Battery",,"15.15","10.82","1.0","5.76"
"LT-HP-0555-CUK-001-B","HP Omen 15t 1WC88AV (Intel i7-7700HQ, 16GB RAM, 256GB NVMe SSD + 2TB HDD, NVIDIA GeForce GTX 1060 6GB, 15.6” 4K UHD, Windows 10) - VERY GOOD","Input: 256GB M.2 NVMe 2280, 2TB@5400 7mm
Output: 128GB M.2 NVMe 2280, 1TB@7200","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1WC88AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-DE-0078-CUK-002","Dell Inspiron 15 7000 - i5-7300HQ, GTX 1060 6GB, 16GB RAM, 256GB SSD, 1TB HDD @ 5400, 15.6"" FHD IPS, W10H","Input: 2x8GB DDR4, 1TB@5400 7mm
Output: 1x8GB DDR4 (Sub)","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","Dell Inspiron 15 7000",,,"Intel Core i5 7th Gen","i5-7300HQ","2.5","15.6""","Full HD",,"1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1060","6",,"16GB","DDR4","2400",,"256GB","SATA","1TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","3 x USB 3.0,",,"1 x HDMI 2.0",,"Headphone/Microphone combo jack","1 x 2-in-1 SD (UHS50) / MMC","Standard full-size, spill-resistant keyboard with numeric keypad",,,"HD (720p) Webcam","56 Whr, 4-Cell Battery",,"15.32","10.82",".98","5.82"
"LT-DE-0078-CUK-003","Dell Inspiron 15 7000 - i5-7300HQ, GTX 1060 6GB, 16GB RAM, 256GB SSD, 2TB HDD @ 5400, 15.6"" FHD IPS, W10H","Input: 2x8GB DDR4, 2TB@5400
Output: 1x8GB DDR4 (Sub)","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","Dell Inspiron 15 7000",,,"Intel Core i5 7th Gen","i5-7300HQ","2.5","15.6""","Full HD",,"1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1060","6",,"16GB","DDR4","2400",,"256GB","SATA","2TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","3 x USB 3.0",,"1 x HDMI",,"Headphone/Microphone combo jack","1 x 2-in-1 SD (UHS50) / MMC","Full Keyboard with 10-key numeric keypad",,,"HD (720p) Webcam with Dual Array Digital Microphone","56 Whr, 4-Cell Battery",,"15.32","10.82","1.0","5.82"
"LT-HP-0540-B","HP 17z 1EX13AV - A12-9720P, 8GB, 17.3"" HD+, 1TB5400, Black - Used Very Good","Win10 Home, A12-9720P + R7 Graphics, 8GB DDR4, 17.3"" HD+, 1TB 5400, DVDRW, 802.11b/g/n - Jet Black","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","1EX13AV",,,"AMD A12-Series",,"2.7","17.3""","HD+","17.3"" diagonal HD+ SVA BrightView WLED-backlit (1600 x 900)","1600 x 900",,,,,,,,"AMD Integrated Graphics",,,"8GB","DDR4","1866",,,,"1TB","5400","1","Windows 10 Home","802.11 BGN",,,"2x USB 3.1 Gen 1, 1x USB 2.0",,"1x HDMI",,"1x Headphone/Microphone Combo","multi-format SD card reader","Full-size island-style keyboard with integrated numeric keypad",,,"HP Webcam with Digital Microphone","3-Cell, 31Whr Lithium-Ion Battery",,"15.34","10.94","0.97","5.62"
"LT-HP-0545-B","HP 17z 1EX13AV - Win10 Home, A9-9420 + Radeon 530 2GB Graphics, 8GB DDR4, 17.3"" FHD IPS, 1TB 5400, DVDRW, 4-cell Battery, 802.11b/g/n - Natural Silver USED VERY GOOD","Natural Silver
Windows 10 Home 64
AMD Dual-Core A9-9420 APU (3 GHz, up to 3.6 GHz burst frequency, 1 MB cache) + AMD Radeon™ 530 Graphics (2GB dedicated memory)
17.3"" diagonal FHD IPS anti-glare WLED-backlit (1920 x 1080)
8 GB DDR4-1866 SDRAM (1 x 8 GB)
1 TB 5400 rpm SATA
4-cell, 41 Wh Lithion-ion Battery
DVD-Writer
Full-size island-style keyboard with integrated numeric keypad 
HP Webcam with Digital Microphone 
802.11b/g/n (1x1)
Dual speakers
1 multi-format SD media card reader
2 USB 3.1 Gen 1 (Data transfer only); 1 USB 2.0; 1 HDMI; 1 RJ-45; 1 headphone/microphone combo
15.34 x 10.94 x 0.97 in
5.62 lb","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","1EX13AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
